paramount corporation 
igb  
guocoland (malaysia) 
heng huat 
rexit bhd
daya materials 
0
gd express 
m-mode bhd
metronic global 
0
0010@bn.kl
iris corporation 
0
0
0
land & 
4634@bn.kl
5091@bn.kl
7501@bn.kl
pasdec holdings 
dutaland berhad
7081@bn.kl
msian genomics 
seal  
0120@bn.kl
bharti infratel 
0
0
0
efficient e-solutions 
0
bhagyanagar india 
gopeng bhd
chee wah 
supercomnet technologies 
0
mmc corporation 
4375@bn.kl
2097@bn.kl
ijm plantations 
siic environment 
0
7172@bn.kl
1899@bn.kl
bhagheeratha engineering 
0
uchi technologies 
0
0
0
2062@bn.kl
huat lai 
5622@bn.kl
0
7229@bn.kl
0
malaysian bulk 
bhp billiton 
puncak niaga 
0
0
6238@bn.kl
0
pccs group 
0
9059@bn.kl
7117@bn.kl
msian genomics 
dalmiabha6.bo
0
0
5135@bn.kl
0
0
0
0
7106@bn.kl
0
5026@bn.kl
american lithium 
7114@bn.kl
0
7248@bn.kl
meryllion resources 
utusan melayu 
supermax corporation 
malayan flour 
0
bluescope steel 
2836@bn.kl
plaza retail 
0
pelikan international 
pt radana 
ergoresearch ltd.
teo guan 
7239@bn.kl
0
0
0
digistar corporation 
khee san 
4243@bn.kl
0082@bn.kl
baker hughes 
8079@bn.kl
0
mcnally bharat 
bhcdo.ba
engtex group 
hume industries 
0022@bn.kl
0
7218@om.kl
5009@om.kl
0
bhp billiton 
0049@bn.kl
batu kawan 
0
lion forest 
0
5133@bn.kl
0
3298@bn.kl
mui properties 
0
7528@bn.kl
pentamaster  
0
0
7197@bn.kl
3557@bn.kl
0
mcnally.bo
trc synergy 
0
0
bhp billiton 
subur tiasa 
0
0083@bn.kl
5126@bn.kl
0103@bn.kl
3581@bn.kl
0
0
5168@bn.kl
0
8494@bn.kl
0091@bn.kl
9199@bn.kl
0
0
4464@bn.kl
6718@bn.kl
turiya berhad
bimb holdings 
0
0102@bn.kl
weida (m) 
cb industrial 
shri bholanath 
industronics bhd
5207@bn.kl
kbes bhd.
bhs tabletop 
bluescope steel 
0
baker hughes 
puc berhad
0
techfast holdings 
0
0
boilermech holdings 
pmb technology 
dbe gurney 
0
0043@bn.kl
0
redtone international 
0
7096@bn.kl
7137@bn.kl
bhagyashree leasing 
tajiri resources 
5592@bn.kl
scomi group 
5073@bn.kl
bhg  
0132@bn.kl
0
kesm industries 
0
5035@bn.kl
5054@bn.kl
7139@bn.kl
3913@bn.kl
5789@bn.kl
bachem holding 
5517@bn.kl
0
0
0021@bn.kl
8567@bn.kl
bilindt.bo
5606@bn.kl
sanbumi holdings 
dizun international 
caely holdings 
4588@bn.kl
7191@bn.kl
0
taliworks corporation 
bh macro 
tpc plus 
3042@bn.kl
0026@bn.kl
khind holdings 
s p 
baker hughes 
0
9962@bn.kl
0
2453@bn.kl
kpj healthcare 
6874@bn.kl
maxis bhd
3026@bn.kl
mentiga corporation 
hathway bhawani 
5703@bn.kl
0
0175@db.kl
0
3247@bn.kl
6521@bn.kl
5983@bn.kl
0
bhagyanagar india 
4936@om.kl
ums holdings 
glomac berhad
0
palette multimedia 
0
bursa malaysia 
4995@bn.kl
7163@bn.kl
bhor industries 
7113@bn.kl
5112@bn.kl
crescendo corporation 
bharti infratel 
samchem holdings 
the renewables 
brem holding 
bhp billiton 
5932@bn.kl
m k 
connectcounty holdings 
en bhd
5125@bn.kl
8141@bn.kl
hubline bhd
big industries 
toyo ink 
0
0
7219@bn.kl
0
0
0
negri sembilan 
0
coastal contracts 
0109@bn.kl
0
0168@bn.kl
riverview rubber 
sc estate 
bhagyodaya infrastructure 
9342@bn.kl
0050@bn.kl
nwp holdings 
edaran berhad
0
0
resintech bhd
majuperak holdings 
emico holdings 
bhp billiton 
ge-shen corporation 
2194@bn.kl
4006@bn.kl
gsb group 
bhs tabletop 
0
mwe holdings 
eg industries 
0
0174@bn.kl
7205@bn.kl
5258@bn.kl
0
bhs tabletop 
0
biohitech global
0
5105@bn.kl
cocoaland holdings 
konsortium transnasional 
0
farlim group 
rubberex  
5024@bn.kl
7173@bn.kl
k-one technology 
3204@bn.kl
bharati shipyard 
enbridge inc 
prestar resources 
0
0
0
5037@bn.kl
elsoft research 
0
0
0
0
0006@bn.kl
2224@bn.kl
0
5040@bn.kl
0
0
bachem hldg 
shree bhavya 
8982@bn.kl
5101@bn.kl
n2n connect 
0
kein hing 
3417@bn.kl
4448@bn.kl
0
golden pharos 
0
5005@bn.kl
0101@bn.kl
bhel4.bo
5183@bn.kl
multi-usage holdings 
0
0
boon koon 
bharat line 
5027@bn.kl
0
bh global 
6076@bn.kl
0
tek seng 
lfe  
perwaja holdings 
0
dalmia bharat 
0
bhp billiton 
luster industries 
3301@bn.kl
2828@bn.kl
0020@bn.kl
0
computer forms 
0
idimension consolidated 
7247@bn.kl
bharat forge 
heitech padu 
0
0
scope industries 
7133@bn.kl
sern kou 
0
5065@bn.kl
7060@bn.kl
0
power financial 
timberwell bhd
9334@bn.kl
0
3174@bn.kl
gaming realms 
braveheart resources 
0
5000@bn.kl
0
cab cakaran 
bharat rasayan 
7323@bn.kl
0
kobay technology 
karex berhad
cam resources 
inform resources 
0
paragon union 
south malaysia 
0
nylex (malaysia) 
2429@bn.kl
7179@bn.kl
7085@bn.kl
hbp energy 
0
6211@bn.kl
0
7208@bn.kl
0012@bn.kl
bumrungrad hospital 
dkls industries 
0
0
0094@bn.kl
5673@bn.kl
0
biosis group 
7277@bn.kl
2208@bn.kl
0
0
0
7227@bn.kl
0
0
0
daiman development 
united malacca 
8869@bn.kl
8761@bn.kl
6483@bn.kl
phoenix metals 
7213@bn.kl
0
0
petaling tin 
bp plastics 
latitude tree 
7199@bn.kl
3573@bn.kl
tong herr 
0
visdynamics holdings 
1201@bn.kl
0
2135@bn.kl
ghl systems 
8907@bn.kl
0
7017@bn.kl
netx holdings 
8834@bn.kl
0
golden plus 
7773@bn.kl
0
u banquet 
united u-li 
ideal united 
9121@bn.kl
0
5657@bn.kl
cybertowers bhd
bina darulaman 
5242@bn.kl
guh holdings 
9997@bn.kl
0
1066@bn.kl
0
0
rogue resources 
cuscapi bhd
0
seg international 
9792@bn.kl
0
7198@bn.kl
5028@bn.kl
bintulu port 
5020@bn.kl
r&a telecommunication 
0
spritzer bhd.
0
8192@bn.kl
bhanderi infracon 
7164@bn.kl
3514@bn.kl
7123@bn.kl
0
bhb brauholding 
seal incorporated 
bhagwati oxygen 
1643@bn.kl
0
0059@bn.kl
0
4316@bn.kl
0
0
bhageria industries 
topglobal 1
supermax corp 
hong leong 
0
majuperak holdings 
bsl  
mmc corporation 
0
7033@bn.kl
0
2887@bn.kl
bluescope steel 
7160@bn.kl
0
2089@bn.kl
0
osk holdings 
tmc life 
0037@bn.kl
0
magna prima 
0
dataprep holdings 
0
boustead holdings 
0092@bn.kl
0
hil industries 
8745@bn.kl
0
0
bhartiya international 
3441@bn.kl
leader steel 
2445@bn.kl
vega mining 
0
7100@bn.kl
6033@bn.kl
orion ixl 
7099@bn.kl
0
bhp billiton 
7223@bn.kl
0
0
0
0
0064@bn.kl
nava bharat 
9717@bn.kl
bharat bhushan 
7183@bn.kl
permaju industries 
0136@bn.kl
0
mhc plantations 
bharat gears 
8966@bn.kl
bachem holding 
syarikat takaful 
5253@db.kl
bhp billiton 
0
0
nova msc 
3476@bn.kl
2054@bn.kl
5132@bn.kl
bh global 
mexter technology 
microlink solutions 
5236@bn.kl
5080@bn.kl
0
0
0
bera holding 
pie industrial 
menang  
pdz holdings 
0007@bn.kl
6254@bn.kl
sealink international 
5100@bn.kl
0
inix technologies 
woodlandor holdings 
bachem hldg 
0
7285@bn.kl
see hup 
bld plantation 
4596@bn.kl
dalmia bharat 
0
lund enterprises 
0
gromutual bhd
0
lpi capital 
5095@bn.kl
npc resources 
0128@bn.kl
shh resources 
7134@bn.kl
bannerman res 
black isle 
hiap teck 
7111@bn.kl
ta enterprise 
phoenix metals 
0
bhagawati gas 
lion diversified 
bharatforg6.bo
0
9237@bn.kl
3034@bn.kl
0155@bn.kl
crimson bioenergy 
sand nisko 
0
bright packaging 
2143@bn.kl
7188@bn.kl
7089@bn.kl
1996@bn.kl
0
0
vmi.v
0
malaysia pacific 
0
bh macro 
the store 
0
0
eurospan holdings 
bh macro 
8931@bn.kl
0
brite-tech bhd
0
cahya mata 
0
scomi engineering 
5016@bn.kl
5819@bn.kl
7155@bn.kl
bhp billiton 
petrol one 
7025@bn.kl
mercury industries 
0
naim holdings 
4707@bn.kl
0
0
0
0
0
5113@bn.kl
0
bhp billiton 
9288@bn.kl
shree bhawani 
hock seng 
0
2593@bn.kl
degem bhd
8362@bn.kl
0
grand hoover 
press metal 
0
5878@bn.kl
0
bhagwati cottons 
baker hughes 
stone master 
3883@bn.kl
9393@bn.kl
0
3115@bn.kl
6491@bn.kl
bharati shipyard 
9539@om.kl
versatile creative 
revere bank
0
5071@bn.kl
wintoni group 
bharat forge 
kumpulan h 
5079@bn.kl
0
parkson holdings 
0
0
0
0
0
0
top global 
7218@bn.kl
0
0
greenyield bhd
7233@bn.kl
0
bharat gears 
6459@bn.kl
1597@bn.kl
5371@bn.kl
pelangi publishing 
0
damansara realty 
5222@bn.kl
9407@bn.kl
oriental interest 
0111@bn.kl
goldis berhad
guan chong 
7207@bn.kl
9318@bn.kl
0
bhp billiton 
hap seng 
boustead holdings 
8478@bn.kl
0
eupe  
tex cycle 
luxchem corporation 
0
7017@om.kl
0
0
0032@bn.kl
0
sunzen biotech 
inovent capital 
7045@bn.kl
7006@bn.kl
scicom (msc) 
malaysia steel 
pan malaysia 
0
0
0
technodex bhd
0
lien hoe 
ekowood international 
7153@bn.kl
meryllion resources 
es ceramics 
1929@bn.kl
0
kuchai development 
hexza corporation 
0
petronas gas 
riverstone energy 
kumpulan fima 
triplc berhad
0
eng kah 
0
5533@bn.kl
jay bharat 
0
lysaght galvanized 
plb engineering 
5614@bn.kl
0
0
7161@bn.kl
bhk mining 
5347@bn.kl
0160@bn.kl
0
btm resources 
5158@bn.kl
8044@bn.kl
teck guan 
0
hiap huat 
milux corporation 
4936@bn.kl
tamilnadu jai 
3662@bn.kl
7668@bn.kl
1724@bn.kl
0
0022@om.kl
7087@bn.kl
meda  
5053@bn.kl
0
bhagwandas metals 
5959@bn.kl
7211@bn.kl
0
mission ready 
mms ventures 
0146@om.kl
0
olympia industries 
0
0
mintye industries 
0
0
0
6297@bn.kl
sarawak plantation 
rgb international 
0
bright horizons 
0
mesiniaga bhd
harrisons holdings 
fraser & 
bhp billiton 
unisem (m) 
sonoro energy 
pne pcb 
0
7052@bn.kl
castle silver 
bhel6.bo
parkson holdings 
bumrungrad hospital 
6963@bn.kl
0070@bn.kl
7180@bn.kl
0
boc hong 
5087@bn.kl
0
0
7149@bn.kl
0065@bn.kl
bhartiship.bo
0
hathway bhawani 
3565@bn.kl
harn len 
4502@bn.kl
7209@bn.kl
sino hua-an 
pt bhakti 
0001@bn.kl
umw holdings 
0
sarawak consolidated 
opcom holdings 
vs industry 
tanjung offshore 
bhp billiton 
misc berhad
wellgreen platinum 
compugates holdings 
0
7617@bn.kl
4219@bn.kl
6017@bn.kl
tiller resources 
0
innity corporation 
0
omesti berhad
8583@bn.kl
9261@bn.kl
0
box-pak malaysia 
0
plastrade technology 
oriental holdings 
mtouche technology 
0138@bn.kl
gpa holdings 
0
7167@bn.kl
selangor properties 
bintai kinden 
ireka  
bhageria industrie 
knusford bhd
dolomite corporation 
0
mb world 
ifca msc 
0
3336@bn.kl
8664@bn.kl
0
5142@bn.kl
5041@bn.kl
0
bhv.a
5145@bn.kl
0
sin heng 
excel force 
0
2216@bn.kl
bhusanstl4.bo
vega mining 
7226@bn.kl
fcw holdings 
8486@bn.kl
5231@bn.kl
3379@bn.kl
6139@bn.kl
7036@bn.kl
1171@bn.kl
mlabs systems 
0
far east 
0
bluescope steel 
gaming realms 
0
ho wah 
5072@bn.kl
7047@bn.kl
sycal ventures 
3611@bn.kl
prinsiptek  
0
7216@bn.kl
0
8885@bn.kl
8338@bn.kl
oceancash pacific 
7811@bn.kl
borneo oil 
0
white horse 
0
6181@bn.kl
ocb bhd
5056@bn.kl
progressive impact 
0029@bn.kl
bharat textiles 
0
bharati defence 
bhushan steel 
7241@bn.kl
5252@db.kl
tomypak holdings 
0127@bn.kl
sanichi technology 
bellhaven copper 
0
5038@bn.kl
shri bhagavati 
0
0
0
5060@bn.kl
bharatforg4.bo
poly glass 
7231@bn.kl
0
lion  
7366@bn.kl
3948@bn.kl
jhm consolidation 
0
0
tfp solutions 
0
malpac holdings 
green packet 
0
0
choo bee 
0
0
bhb brauhld.bay.mit.ag
5070@bn.kl
9091@bn.kl
0
metal reclamation 
0
bhagya inl*
ppb group 
7215@bn.kl
pantech group 
6009@bn.kl
7228@bn.kl
4065@bn.kl
0
7246@bn.kl
kaf-seagroatt & 
navis resources 
0
systech bhd
3395@bn.kl
9938@bn.kl
lng resources 
8273@bn.kl
bharat rasayan 
0
0
0
0133@bn.kl
5681@bn.kl
0035@bn.kl
jaya tiasa 
3905@bn.kl
bhuvan tripura 
0
bh global 
0
silver ridge 
bhcxo.ba
0
0
0
bhuwalka steel 
johore tin 
7034@bn.kl
2739@bn.kl
0
0
fitters diversified 
sutl enterprise 
big 8 
0
century logistics 
k & 
0
4197@bn.kl
tokyu fudosan 
plenitude berhad
0
7250@bn.kl
tsr capital 
0
0
0
0
5077@bn.kl
bharat wire 
gaming realms 
mega first 
0
china mining 
0
suiwah  
0
4847@bn.kl
osk property 
7013@bn.kl
0
0099@bn.kl
u.s. stem 
0
malayan united 
5398@bn.kl
bhp billiton 
pt bhuwanatala 
6173@bn.kl
0
5008@bn.kl
5085@bn.kl
komarkcorp bhd
great prairie 
0
0
0141@bn.kl
8311@bn.kl
8893@bn.kl
5355@bn.kl
0
0
kulim (malaysia) 
0060@bn.kl
0
element fleet 
tekala  
0
bhf kleinwort 
kia lim 
tsh resources 
0
0038@bn.kl
bharat immunologicals 
0
0028@bn.kl
tahps group 
0
0
0
protasco bhd
1818@bn.kl
0
shl consolidated 
time dotcom 
0
pineapple resources 
kretam holdings 
uoa development 
0
4898@bn.kl
5102@bn.kl
0
cepatwawasan group 
0
puncak niaga 
0
3891@bn.kl
8346@bn.kl
0
lam?l?e iron 
eonmetall group 
3816@bn.kl
0
2755@bn.kl
upa corporation 
bpcl4.bo
0
bhansali engineering 
5010@bn.kl
sbc corporation 
5001@bn.kl
bpcl6.bo
ntpm holdings 
4863@bn.kl
0100@bn.kl
5199@bn.kl
ksl holdings 
5107@bn.kl
bhagiradha chemicals 
5084@bn.kl
4324@bn.kl
bh macro 
1155@bn.kl
3069@bn.kl
bhp billiton 
texchem resources 
advance synergy 
0
1082@bn.kl
3182@bn.kl
0
0
2771@bn.kl
ecm libra 
6815@bn.kl
united plantations 
1481@bn.kl
0
muda holdings 
0
cme group 
5031@bn.kl
mq technology 
bharat wire 
6947@bn.kl
bharat gears 
0
0
0084@bn.kl
bhartiya international 
peterlabs holdings 
bhb.a
ta win 
fajarbaru builder 
rce capital 
hock heng 
6637@bn.kl
landmarks bhd
0
5011@bn.kl
0
0
0
osk ventures 
oka  
hap seng 
bilconti.bo
9113@bn.kl
bhilwara technical 
0
3018@bn.kl
bhupendraind
0
9776@bn.kl
nava bharat 
0
0
bh global 
sumatec resources 
7757@bn.kl
mesb bhd
0
0
8591@bn.kl
suria capital 
0
glomac berhad
0
bhagyanagar india 
0058@bn.kl
wellcall holdings 
karyon industries 
mtg.to
0
0
bhg retail 
jf technology 
1562@bn.kl
public packages 
2542@bn.kl
three-a resources 
7158@bn.kl
0
7145@bn.kl
bhp billiton 
0
7080@bn.kl
skb shutters 
0023@bn.kl
7773@om.kl
0
7140@bn.kl
7126@bn.kl
0
7095@bn.kl
goh ban 
0
0
eksons corporation 
0
bellus health 
tanco holdings 
bhp billiton 
widetech malaysia 
lee swee 
csc steel 
bhushan steel 
0
0
0
7412@bn.kl
comintel corporation 
6971@bn.kl
0008@bn.kl
7071@bn.kl
0
0
1619@bn.kl
0
paos holdings 
0005@bn.kl
7035@bn.kl
0
4944@bn.kl
kim hin 
9598@bn.kl
7692@bn.kl
0
5032@bn.kl
0054@bn.kl
bhushan steel 
bhs tabletop 
fsbm holdings 
bharat forge 
berjaya sports 
cck consolidated 
dps resources 
0
5068@bn.kl
kotra industries 
9571@bn.kl
5576@bn.kl
4081@bn.kl
naim indah 
0
kps consortium 
3484@bn.kl
0
0
3921@bn.kl
berjaya media 
0
5143@bn.kl
the renewables 
7471@bn.kl
0
0011@bn.kl
lbs bina 
0
tasek corporation 
5081@om.kl
7195@bn.kl
telekom malaysia 
0
0
0
bhusanstl6.bo
8443@bn.kl
4405@bn.kl
dominant enterprise 
bluescope steel 
2852@bn.kl
pjbumi berhad
0
1287@bn.kl
0
0
mbm resources 
cni holdings 
8621@bn.kl
warisan tc 
insas berhad
9466@bn.kl
eden  
ralco corporation 
biox corporation
biolargo
biocorrx 
biocube
shivalik bimetal 
calyx bio-ventures 
calyx bio-ventures 
china bio-energy 
bigsupersearch com 
bison instruments 
biomass secure 
billabong international 
biosign technologies 
birla cotsyn 
biocon limited
soci?t? bic 
trinity bio-tech 
transgene biotek 
tanke biosciences 
therapix biosciences 
tasty bite 
sterling biotech 
sirona biochem 
sangui biotech 
sharon bio 
solegear bioplastic 
sterling biotech 
sirona biochem 
saamya biotech 
response biomedical 
redhill biopharma 
redhill biopharma 
prima biomed 
biotage ab
panacea biotec 
mount tam 
microlin bio
microbix biosystems 
med biogene 
med biogene 
luzhou bio-chem 
immage biotherapeutics 
hindustan bio 
helix biopharma 
helix biopharma 
harvest bio-organic
hbm healthcare 
gufic biosciences 
greeen planet 
galena biopharma 
biomerieux o.n.
epicore bionetworks 
sartorius stedim 
cleantech biofuels
china gewang 
can fite 
celestial biolabs 
bio pappelb. 
china dasheng 
china domestica 
the canadian 
clal biotechnology 
cerebain biotech 
bitumen capital 
biosyntech 
biesse s.p.a.
biosensors international 
biostem technologies
big screen 
biorestorative therapies
biorestorative therapies
bqe water 
bionomics limited
pt bintang 
biomark diagnostics 
bim birlesik 
billabong international 
bio lab 
bitterroot resources 
pt bisi 
birmingham thermotech 
brookfield infrastructure 
brookfield infra 
biotie therapies 
bioqual
biopac india 
biome technologies 
0
biosign technologies 
biotest ag 
binv-tr.st
binhai investment 
binckbank n.v.
bioneutra international, 
biom?rieux 
billington holdings 
bijou brigitte 
big c 
bigben interactive
soci?t? bic 
brick brewing 
bio-amd
biofrontera ag 
techstep nk 
come true 
0
big lots
big lots 
mycenax biotech 
synmosa biopharma 
bioteque corporation
bionet 
china biologic 
buhler industries 
thc biomed 
biogen  
biotron limited
sunwood industries 
neuron bio
bioscrip
birla sun 
heat biologics
eps bio 
scivision biotech 
blue bird 
bisil plast 
sangui biotech 
cti biopharma 
redhill biopharma 
birchcliff energy 
billerudkorsnaes sk 
caladrius biosc. 
biom?rieux 
heb.sw
t2 biosystems
0
panacea biotec 
bioera s.p.a.
biesse s.p.a.
biomarin pharmaceutical 
bisnd
biomark diagnostics 
bilcare6.bo
biocryst pharmaceuticals
eastgate biotech 
indo biotech 
biolase  
03c.be
breathtec biomedical
shanghai haohai 
0
breathtec biomedical
heron lake 
bil energy 
cleveland biolabs
indrayani biotech 
societe bic 
bigben interactive
genomics biotech 
bil energy 
bethunes investments 
biolog device
oxgbf.sw
tms1.mu
0
karo pharma 
bionomics ltd.
titan biotech 
billing services 
enzo biochem. 
birman wood 
biotime 
birla sun 
precise biometr. 
hpc biosciences 
ocean bio-chem 
genocea biosciences
shenzhen china 
pci biotech 
bioinvent intern. 
tien liang 
iovance biotherapeutics
epirus biopharmaceuticals 
navidea biopharmaceuticals, 
bialetti industrie 
biogen  
biesse s.p.a. 
0
biogen
pdl biopharma 
eastwood bio-medical 
0
biomimix
response biomedical
galpw
keryx biopharmaceuticals
0
elanix biotechnologies 
lattice biologics 
solarvest bioenergy 
envitec biogas 
biocryst pharmac. 
harvard bioscience
0
bilfinger se 
elanix biotechn.ag
0
bihar foundry 
birla sun 
socrus bio 
bio-path holdings
0
bialetti industrie
stratec biomedical 
envitec biogas 
bilfinger se
biolife solutions 
pac.biosci.of cal.dl-,001
biogen 
bisichi mining 
calithera biosciences
lattice biologics 
biosensors international 
rex bionics 
biocryst pharmac. 
0
0
0
big rock 
birla transasia 
0
big rock 
binny limited
biolight life 
medicamen biotech 
kino biotech, 
breathtec biomedical 
biotest ag 
sangamo therapeutics 
facephi biometria
0
birla pacific 
bioden
biomarin pharmaceutical 
essex bio-technology 
gold billion 
sino biopharmaceutical 
ok biotech, 
587.si
esteem bio 
pascal biosciences 
sterlinbio6.bo
bijou brigitte 
sangamo therap.dl-,01
innovative pharmaceutical 
ix biopharma 
g&e herbal 
blackice enterprise 
cti biopharma 
sangamo therapeutics
schmolz + 
bioline rx 
kangstem biotech
panacea bio*
thc biomed 
datagate bilgisayar 
biocon6.bo
0
birla sun 
epirus biopharmaceuticals
bluebird bio
0
biocon4.bo
biolase  
cti biopharma 
eiger biopharmaceuticals
samsung biotechnology 
oncolytics biotech
synthetic biologics
bittium oyj
oswal greentech 
exalenz bioscience
kindred biosciences
biotron limited
bijou brigitte 
0
0
stratec biomedical 
galena biopharma 
lion biotechnologies
biotie therapies 
citurgia biochemicals 
keryx biopharmac. 
jupiter bioscience 
calithera biosciences 
birla sun 
bit by 
biotest ag 
gujarat themis 
birla sun 
biocept
0
bijou brigitte 
biogen 
envitec biogas 
sino bioph.subdiv.hd-,025
bio-rad laboratories
bioventix plc
birla sun 
okf.be
sheetal bio-agro 
iovance biotherap.dl-,001
birla sun 
hadasit bio-holdings, 
oneness biotech, 
biofil chemicals 
grupo bimbo 
biogen  
pacific biosci.of 
biotec pharmacon 
envitec biogas 
enzo biochem
birla sun 
biomarin phar. 
pjuf.f
0
emergent biosolns 
bird construction 
keryx biopharmaceuticals 
biotime common 
biondvax pharmaceuticals 
